emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q1,Q1_JT1XJnVmABo_2,Q2,Q1,Q2,0.417702,0.554494,0.0163623,0.0114414,0.802381,0.197619,0,0,0.36023,0.63876,0.000653062,0.000356581,9,772,39.9922,2,1,67.537,17.395,24,99,75,42.4068,43.0183,730,0,1
Q4,Q4_d_49EtXDMFE_2,Q4,Q3,Q4,0.0366584,0.0188076,0.259928,0.684606,0,0,0.58,0.42,0.0246214,0.00501329,0.172079,0.798286,9,262,29.9922,2,1,63.7815,11.1591,40,95,55,26.958,28.9862,238,0,1
Q3,Q3_OO7zYVeK814_0,Q4,Q4,Q4,0.0114485,0.0108117,0.225912,0.751828,0.0222222,0,0.306667,0.671111,0.00678073,0.0116996,0.229073,0.752447,9,340,39.9922,2,1,59.6963,11.0223,37,83,46,26.5926,28.7257,270,0,1
Q3,Q3_c6CwY8Gbw0c_1,Q4,Q3,Q3,0.0525869,0.0242845,0.356576,0.566552,0,0,0.791667,0.208333,0.0693681,0.0278889,0.544325,0.358418,9,488,39.5221,2,1,67.7261,12.3834,39,94,55,27.7913,29.9706,460,0,1
Q4,Q4_XWk5XUEBXmg_1,Q4,Q4,Q4,0.00813793,0.00782783,0.215229,0.768805,0,0,0,1,0.0150757,0.00636145,0.207837,0.770726,9,444,36.7917,2,1,62.6705,10.8951,43,86,43,24.1763,26.5981,346,0,1
Q4,Q4_jSWItJI-Gmk_0,Q4,Q4,Q4,0.00714204,0.0256796,0.301994,0.665184,0.0166667,0,0.0933333,0.89,6.51883e-05,0.00405958,0.229833,0.766042,9,408,57.3424,2,1,59.2088,7.04651,44,75,31,23.6264,25.077,364,0,1
Q3,Q3_OO7zYVeK814_1,Q4,Q4,Q4,0.0280292,0.0187609,0.219412,0.733798,0.0222222,0.0333333,0.208333,0.736111,0.034229,0.0212182,0.205108,0.739445,9,442,39.9922,2,1,59.7727,9.79706,33,85,52,26.9915,28.5012,352,0,1
Q1,Q1_1vjy9oMFa8c_2,Q2,Q2,Q1,0.386373,0.485211,0.0613454,0.0670712,0.3,0.45,0,0.25,0.597217,0.234145,0.0815655,0.0870732,9,398,29.9922,2,1,53.1341,11.4179,27,79,52,34.6089,36.2301,358,0,1
Q1,Q1_FfwKrQyQ7WU_0,Q3,Q4,Q3,0.174362,0.227678,0.319704,0.278256,0.0571429,0.0928571,0.341667,0.508333,0.168475,0.223074,0.420178,0.188272,9,612,39.9922,2,1,54.4424,9.37441,31,71,40,28.2212,29.6068,556,0,1
Q3,Q3_7JIdJLkJ0S4_2,Q3,Q3,Q3,0.00614688,0.0242727,0.555682,0.413899,0,0,0.833333,0.166667,0.000150052,0.00584186,0.835018,0.15899,9,364,49.5924,2,1,68.5065,11.5729,27,90,63,19.2532,21.5287,308,0,1
Q2,Q2_9v2WSpn4FCw_4,Q2,Q2,Q2,0.268624,0.541142,0.103296,0.0869386,0.12,0.88,0,0,0.0132308,0.986694,1.52081e-05,6.02389e-05,9,1870,59.7318,2,1,54.672,15.7824,27,86,59,42.6273,43.5146,1744,0,1
Q2,Q2_k-FNDbK6Qhg_0,Q2,Q2,Q2,0.271765,0.715462,0.00649226,0.00628094,0.36,0.64,0,0,0.259871,0.736191,0.00164645,0.00229081,9,1066,39.2018,2,1,61.2593,12.3219,29,95,66,38.3615,39.4944,1018,0,1
Q1,Q1_gwmVjvR-sVs_1,Q1,Q2,Q1,0.488738,0.424409,0.0432006,0.0436528,0.478095,0.521905,0,0,0.616471,0.381753,0.000163682,0.00161205,9,440,24.2318,2,1,66.6946,15.4771,24,96,72,49.8153,50.3497,406,0,1
Q3,Q3_wfXSdMsd4q8_3,Q1,Q2,Q1,0.411765,0.494,0.0392177,0.0550173,0.4,0.425,0.1,0.075,0.694547,0.218436,0.0341756,0.0528407,9,518,39.0026,2,1,62.2563,16.1411,38,100,62,42,43.3469,476,0,1
Q4,Q4_NzJjMGJg1wE_0,Q4,Q4,Q4,0.00323592,0.00886083,0.362385,0.625518,0,0,0,1,0.000650176,0.00879455,0.347568,0.642988,9,418,49.9922,2,1,65.0914,8.90484,37,80,43,24.3065,26.0728,372,0,1
Q1,Q1_2Z9SjI131jA_15,Q1,Q1,Q4,0.402868,0.164507,0.0888558,0.34377,0.546667,0.14,0.15,0.163333,0.3807,0.0256695,0.0590895,0.534541,9,356,29.9922,2,1,63.0811,10.4063,40,99,59,37.3716,37.7913,296,0,1
Q2,Q2_38i12IPkL5c_0,Q1,Q1,Q1,0.460411,0.494257,0.022915,0.0224178,0.62,0.38,0,0,0.678943,0.318147,0.000965122,0.00194444,9,620,37.9714,2,1,65.1146,15.1499,28,100,72,47.8767,48.6023,576,0,1
Q2,Q2_1kny88W533Q_2,Q2,Q2,Q2,0.349044,0.563606,0.0215093,0.0658411,0.288333,0.541667,0.0628571,0.107143,0.441278,0.514818,0.0111275,0.0327766,9,888,59.1615,2,1,56.6111,12.013,29,88,59,38.6283,39.3408,756,0,1
Q3,Q3_uj3Gif77SYM_6,Q4,Q3,Q4,0.231425,0.0604774,0.154554,0.553543,0.145,0.145,0.393333,0.316667,0.233191,0.0322268,0.167222,0.56736,9,662,39.9922,2,1,60.6039,11.6543,41,95,54,28.1802,29.9928,616,0,1
Q4,Q4_12tDlCQVRtA_0,Q4,Q4,Q4,0.0222811,0.0212042,0.340379,0.616136,0.0542857,0.0914286,0.134286,0.72,0.0101903,0.0051189,0.293245,0.691446,9,256,29.9922,2,1,69.5849,8.51302,47,90,43,26.6698,27.2667,212,0,1
Q2,Q2_48EYLEAgaBc_1,Q2,Q2,Q3,0.185313,0.346995,0.209619,0.258074,0.233333,0.366667,0.133333,0.266667,0.0107359,0.0836234,0.538396,0.367244,9,138,36.7214,2,1,50.9592,10.002,29,79,50,37.5816,38.2153,98,0,1
Q1,Q1_6kRPHamGDSo_0,Q1,Q1,Q1,0.565185,0.268586,0.0364132,0.129816,0.88,0.02,0.1,0,0.731162,0.0675517,0.0347314,0.166555,9,418,29.9922,2,1,59.3027,11.1397,38,86,48,36.1946,37.602,370,0,1
Q3,Q3_nFunbdBrukY_0,Q1,Q1,Q1,0.50886,0.240524,0.076941,0.173676,0.666667,0.06,0.14,0.133333,0.637805,0.14457,0.0532508,0.164374,9,344,29.9922,2,1,66.5676,9.42205,42,83,41,36.9561,37.7103,296,0,1
Q2,Q2_qlbazHayULg_10,Q2,Q2,Q1,0.299375,0.67449,0.0102056,0.0159299,0.271667,0.633333,0.02,0.075,0.6124,0.370724,0.0101105,0.00676568,9,842,49.9922,2,1,59.2636,12.7519,24,84,60,37.4057,38.3125,774,0,1
Q1,Q1_vv6nrZ2myXw_0,Q1,Q1,Q1,0.424034,0.230803,0.137748,0.207415,0.558333,0.25,0.05,0.141667,0.510983,0.190568,0.153236,0.145213,9,496,37.9323,2,1,65.3511,8.94409,44,84,40,35.1733,36.3555,450,0,1
Q1,Q1_Fc1qk52SaKY_1,Q2,Q2,Q1,0.325829,0.628295,0.0227103,0.0231657,0.441667,0.483333,0.05,0.025,0.53659,0.430944,0.0202771,0.0121889,9,700,39.8125,2,1,58.7156,15.1337,27,85,58,34.4391,35.3821,640,0,1
Q4,Q4_rW1I58_lMEg_2,Q4,Q4,Q4,0.01537,0.0268926,0.271937,0.685801,0,0,0.1,0.9,0.0125803,0.0111496,0.370021,0.606249,9,438,29.9922,2,1,55.2602,9.24786,32,75,43,19.6352,22.2896,392,0,1
Q1,Q1_vv6nrZ2myXw_4,Q2,Q1,Q2,0.335533,0.643079,0.00994114,0.0114471,0.5,0.5,0,0,0.382391,0.603895,0.00832279,0.00539107,9,562,37.4818,2,1,59.374,14.8217,24,84,60,40.2402,41.3533,508,0,1
Q3,Q3_ItGNJM6skM4_0,Q1,Q2,Q4,0.229379,0.356099,0.157609,0.256913,0.175,0.4375,0.2125,0.175,0.137951,0.204823,0.089955,0.567272,9,1018,59.9922,2,1,53.0235,11.5326,41,89,48,29.6258,30.1575,938,0,1
Q4,Q4_2w5XkAt_3WU_0,Q4,Q4,Q4,0.0619504,0.0897189,0.357232,0.491099,0,0.1,0.2,0.7,0.065143,0.094069,0.181594,0.659193,9,288,19.9922,2,1,60.2879,10.7933,26,84,58,24.1629,26.3377,264,0,1
Q1,Q1_0vLPYiPN7qY_0,Q1,Q4,Q1,0.461663,0.188148,0.0669992,0.283191,0.275,0.175,0.0333333,0.516667,0.646281,0.0823398,0.0109668,0.260412,9,366,19.9922,2,1,65.4379,12.6598,36,91,55,31.8728,33.3239,338,0,1
Q1,Q1_KxlqB3j0zys_0,Q4,Q4,Q4,0.0623172,0.0234891,0.219101,0.695093,0.106667,0,0.09,0.803333,0.0335002,0.0161765,0.1494,0.800924,9,378,39.9922,2,1,63.7235,9.86098,39,87,48,30.9588,32.3554,340,0,1
Q1,Q1_ANZf1QXsNrY_5,Q1,Q1,Q1,0.440713,0.50532,0.0288353,0.0251312,0.866667,0.133333,0,0,0.638158,0.360089,0.000562108,0.00119145,9,656,37.6615,2,1,64.0759,13.6292,24,98,74,48.3003,48.9821,606,0,1
Q4,Q4_vJ77eDxHezE_1,Q4,Q4,Q4,0.130911,0.0679893,0.267132,0.533967,0.05,0.05,0.291667,0.608333,0.132281,0.0591823,0.349421,0.459116,9,658,39.9922,2,1,62.0068,13.2804,44,84,40,27.5612,29.54,588,0,1
Q1,Q1_e838BE_MH6s_3,Q2,Q2,Q1,0.392419,0.58625,0.0105354,0.0107953,0.431111,0.568889,0,0,0.57696,0.422789,5.24126e-05,0.000198429,9,866,29.9818,2,1,65.2655,16.0351,28,102,74,45.0943,46.4229,806,0,1
Q3,Q3_H6_7DjsbROQ_1,Q4,Q4,Q4,0.00530283,0.0126744,0.216581,0.765441,0,0,0.383333,0.616667,0.00411885,0.00495919,0.379059,0.611862,9,486,39.9922,2,1,56.0987,8.348,41,76,35,20.1373,21.4616,466,0,1
Q4,Q4_g15aRCHUJEI_2,Q4,Q4,Q4,0.0107776,0.00764727,0.217664,0.763911,0,0,0.2,0.8,0.00828343,0.00356562,0.132529,0.855622,9,330,36.7526,2,1,62.6824,9.1244,41,87,46,26.125,28.6853,296,0,1
Q3,Q3_wqc8iqbDsGM_2,Q4,Q3,Q3,0.263433,0.133476,0.262055,0.341035,0.025,0.25,0.433333,0.291667,0.232044,0.0504198,0.470217,0.24732,9,522,39.9922,2,1,67.0212,13.1328,38,103,65,32.0805,33.368,472,0,1
Q4,Q4_Ie5koh4qvJc_4,Q4,Q4,Q4,0.00928747,0.0126032,0.232221,0.745888,0,0,0.133333,0.866667,0.00159282,0.00374714,0.138188,0.856472,9,594,59.8516,2,1,62.6693,9.36278,42,88,46,26.9311,28.1725,508,0,1
Q2,Q2_ANZf1QXsNrY_7,Q2,Q2,Q2,0.270748,0.720691,0.00429619,0.00426491,0.302381,0.697619,0,0,0.330232,0.668102,0.000894288,0.000772079,9,966,39.6823,2,1,62.0325,10.988,28,88,60,42.9544,44.2419,922,0,1
Q2,Q2_61EA0xRX8gE_3,Q2,Q2,Q2,0.20711,0.777127,0.0072597,0.00850391,0.15,0.85,0,0,0.0537887,0.945409,0.000417485,0.000384573,9,1036,39.9922,2,1,51.447,12.1818,29,84,55,42.9272,43.8214,962,0,1
Q2,Q2_dtS02mrDMsM_1,Q2,Q2,Q2,0.328818,0.629186,0.0219141,0.0200816,0.26,0.74,0,0,0.380504,0.619465,1.67413e-05,1.42803e-05,9,1070,39.862,2,1,64.4085,17.8558,24,99,75,48.7887,49.2675,994,0,1
Q3,Q3_02t1bj7ZABY_0,Q4,Q3,Q3,0.00995861,0.0413241,0.330354,0.618364,0,0,0.816667,0.183333,2.70128e-05,0.00981985,0.703678,0.286475,9,164,49.9622,2,1,53.7164,9.02929,32,70,38,23.6642,25.2059,134,0,1
Q2,Q2_ZTrEoB8T9YA_0,Q2,Q2,Q1,0.328888,0.661199,0.00387598,0.00603706,0.433333,0.566667,0,0,0.61754,0.374927,0.00314177,0.00439104,9,808,39.9323,2,1,60.9619,12.6803,29,89,60,39.6294,40.8327,734,0,1
Q3,Q3_REq37pDAm3A_1,Q4,Q3,Q1,0.325273,0.0830658,0.155978,0.435683,0.305,0.12,0.323333,0.251667,0.449275,0.0558602,0.104552,0.390313,9,428,29.9922,2,1,67.0393,11.2379,44,92,48,31.3539,32.474,356,0,1
Q2,Q2_QmK_SND2jAw_0,Q2,Q1,Q2,0.328296,0.643098,0.0148477,0.0137578,0.488333,0.336667,0.175,0,0.24332,0.752586,0.00286011,0.00123315,9,630,39.9922,2,1,56.4646,17.3376,24,92,68,41.4966,42.2498,594,0,1
Q4,Q4_3TYeU9idRGI_0,Q4,Q4,Q3,0.00535763,0.0224165,0.382673,0.589553,0,0.075,0.291667,0.633333,9.66319e-05,0.016293,0.535396,0.448214,9,218,49.4414,2,1,59.9529,9.13399,29,76,47,25.4294,26.7579,170,0,1
Q2,Q2_Kk60F8a7-Jw_0,Q1,Q1,Q1,0.443863,0.433432,0.0326851,0.0900194,0.6,0.35,0,0.05,0.666286,0.157891,0.0456748,0.130148,9,584,39.9922,2,1,59.8978,11.7362,36,93,57,38.3321,39.0186,548,0,1
Q2,Q2_jrVXitpLGMk_1,Q2,Q2,Q2,0.231439,0.761656,0.00363857,0.00326629,0.335,0.665,0,0,0.315589,0.683384,0.000307564,0.000719348,9,844,29.9714,2,1,62.9827,14.0623,24,88,64,42.4148,42.7743,810,0,1
Q1,Q1_8izVTDgBQPc_1,Q2,Q1,Q1,0.40743,0.561001,0.0114228,0.020146,0.825,0.175,0,0,0.65021,0.314725,0.0118931,0.0231717,9,592,29.9922,2,1,56.1594,13.7508,30,81,51,36.0888,36.4735,552,0,1
Q4,Q4_JxSU49jFKwM_0,Q4,Q4,Q4,0.00397384,0.00579567,0.227064,0.763167,0,0,0.373333,0.626667,0.000969653,0.00509365,0.27314,0.720797,9,398,49.9922,2,1,59.4048,10.7349,41,84,43,25.7262,27.0564,336,0,1
Q4,Q4_Ie5koh4qvJc_32,Q4,Q4,Q4,0.0223678,0.0141067,0.280208,0.683317,0.208333,0.125,0.125,0.541667,0.00375284,0.0103723,0.238745,0.74713,9,412,52.5026,2,1,64.8035,10.8035,38,91,53,32.396,34.0763,346,0,1
Q3,Q3_4Er-eFHSHA4_2,Q4,Q3,Q4,0.00269636,0.00625643,0.260115,0.730932,0,0,0.5,0.5,0.0012542,0.00123756,0.302897,0.694612,9,452,43.9948,2,1,59.1887,8.49487,36,86,50,17.8986,21.017,424,0,1
Q2,Q2_0qYNvMCEwaw_0,Q2,Q2,Q2,0.325055,0.619666,0.0309582,0.024321,0.285714,0.714286,0,0,0.225274,0.774654,2.65703e-05,4.546e-05,9,786,29.4818,2,1,55.4293,18.151,24,89,65,49.7293,50.3343,750,0,1
Q3,Q3_FH28sPhm9Dc_1,Q3,Q3,Q3,0.0575894,0.0926795,0.502662,0.347069,0.2,0.245238,0.504762,0.05,0.00773999,0.0132168,0.953409,0.0256344,9,664,56.3125,2,1,76.6873,12.4852,49,99,50,33.8291,35.2319,550,0,1
Q1,Q1_miqLU2739dk_1,Q2,Q2,Q2,0.206595,0.784494,0.0049234,0.003987,0.2,0.8,0,0,0.20202,0.797109,0.000304904,0.000566094,9,922,29.9922,2,1,63.6982,13.3289,24,91,67,41.6047,42.144,888,0,1
Q1,Q1_SQDuF0qxGQw_1,Q2,Q1,Q1,0.347959,0.637336,0.00768742,0.00701715,0.899048,0.100952,0,0,0.631839,0.367746,0.000205158,0.000209673,9,794,38.9115,2,1,62.7417,15.029,25,92,67,46.7042,47.3199,720,0,1
Q1,Q1_2Z9SjI131jA_12,Q1,Q4,Q1,0.364107,0.170432,0.162151,0.30331,0.26,0.06,0.24,0.44,0.3895,0.136619,0.101306,0.372575,9,580,29.9922,2,1,65.3869,10.5635,36,86,50,29.4416,30.3961,548,0,1
Q2,Q2_mlHheZbblT0_0,Q2,Q2,Q2,0.393215,0.586595,0.0102731,0.009917,0.369524,0.630476,0,0,0.470437,0.52802,0.000299061,0.00124344,9,718,28.9115,2,1,65.4898,16.3425,24,99,75,40.7697,41.3562,686,0,1
Q4,Q4_oTi57hZfArE_1,Q4,Q4,Q4,0.00254898,0.00736737,0.273769,0.716315,0,0,0.4,0.6,0.00102293,0.00534692,0.25683,0.7368,9,268,39.6419,2,1,60.7048,10.3913,38,81,43,23.7429,24.9662,210,0,1
Q2,Q2_JMt4m608s3k_0,Q2,Q2,Q2,0.347427,0.599271,0.0250287,0.0282727,0.257143,0.709524,0,0.0333333,0.148959,0.843764,0.00605758,0.0012199,9,644,38.1016,2,1,50.8741,11.8596,26,69,43,45.9336,46.8711,572,0,1
Q4,Q4_1Qc15G0ZHIg_0,Q3,Q4,Q3,0.1819,0.190634,0.301937,0.325528,0.1,0,0.305,0.595,0.254452,0.151124,0.307777,0.286647,9,336,29.3424,2,1,56.8333,11.2482,28,76,48,29.6042,30.6024,288,0,1
Q4,Q4_E5qEloUO3SM_0,Q4,Q3,Q3,0.0114698,0.0220729,0.301491,0.664967,0,0,0.7,0.3,0.00223885,0.00969462,0.604577,0.38349,9,508,49.9922,2,1,54.3482,10.2999,26,76,50,17.6027,19.1328,448,0,1
Q4,Q4_jCLgDtk695I_2,Q4,Q4,Q4,0.083355,0.0733862,0.200254,0.643004,0.22,0.04,0.266667,0.473333,0.214754,0.0575158,0.147184,0.580546,9,352,29.9922,2,1,59.4367,8.23807,42,78,36,29.057,30.3648,316,0,1
Q3,Q3_TYkTOwBfFB8_0,Q4,Q4,Q3,0.00519478,0.0134612,0.389968,0.591376,0,0,0.128571,0.871429,0.000740531,0.00309912,0.607567,0.388594,9,558,49.4023,2,1,65.1956,7.2389,37,78,41,19.559,22.5087,542,0,1
Q1,Q1_zHwJG8Rrx6c_3,Q1,Q1,Q1,0.49528,0.476344,0.00579978,0.0225757,0.833333,0.0166667,0,0.15,0.880225,0.0989039,0.0022454,0.0186255,9,508,29.9922,2,1,62.6652,12.4135,34,87,53,41.6189,42.1275,454,0,1
Q4,Q4_q4T8Znozvkk_0,Q4,Q4,Q3,0.00558879,0.0218042,0.296442,0.676165,0,0.0733333,0.453333,0.473333,2.2878e-05,0.00765792,0.516781,0.475538,9,312,57.862,2,1,56.1869,11.1516,36,76,40,24.5607,25.552,214,0,1
Q3,Q3_qlbazHayULg_3,Q1,Q1,Q1,0.414343,0.501864,0.0486583,0.0351349,0.54,0.16,0.3,0,0.48111,0.468316,0.0346477,0.0159255,9,828,39.9622,2,1,64.3975,14.8984,28,100,72,31.2838,33.1603,800,0,1
Q2,Q2_yrvKReuwVlY_1,Q1,Q1,Q1,0.556353,0.377212,0.0161729,0.0502621,0.441667,0.25,0.05,0.258333,0.778197,0.207366,0.0010733,0.0133639,9,312,19.7214,2,1,66.2466,11.6103,34,82,48,44.7226,46.3514,292,0,1
Q1,Q1_s5b8viFsVJE_2,Q2,Q1,Q1,0.37049,0.506639,0.0825914,0.0402797,0.473333,0.326667,0,0.2,0.652351,0.269443,0.0649688,0.0132368,9,848,49.9922,2,1,67.6658,14.1532,28,90,62,34.2329,34.9497,790,0,1
Q4,Q4_v3Nl5rUxLqE_0,Q4,Q4,Q3,0.0139595,0.0538839,0.401421,0.530736,0.0142857,0,0.452381,0.533333,1.4235e-07,0.00348682,0.782632,0.213881,9,270,77.1016,2,1,64.6667,12.5123,29,79,50,22.575,24.8389,240,0,1
Q1,Q1_94ROf10d1iA_0,Q4,Q1,Q4,0.156137,0.0533317,0.266745,0.523787,0.416667,0.0766667,0.281667,0.225,0.029454,0.0343093,0.292245,0.643992,9,292,39.3424,2,1,68.8099,11.4191,42,92,50,35.9256,37.269,242,0,1
Q2,Q2_GwdQliEv6Z0_1,Q2,Q2,Q2,0.421433,0.537973,0.0215359,0.019058,0.18,0.82,0,0,0.258857,0.739981,0.000253818,0.000907815,9,564,26.0117,2,1,69.0504,19.3499,25,94,69,42.6764,43.0416,516,0,1
Q4,Q4_oTi57hZfArE_2,Q4,Q3,Q4,0.00202756,0.00406254,0.267523,0.726386,0,0,0.65,0.35,0.00023017,0.00298212,0.355775,0.641013,9,328,49.9922,2,1,60.0667,11.167,38,86,48,24.1926,25.226,270,0,1
Q3,Q3_bbU31JLtlug_1,Q4,Q4,Q4,0.158853,0.108392,0.279246,0.453509,0.25,0.3125,0.1125,0.325,0.200893,0.0389315,0.326909,0.433267,9,900,47.4518,2,1,62.6396,11.6462,35,91,56,24.673,26.8155,838,0,1
Q4,Q4_9eMxCs-LXCE_1,Q4,Q4,Q4,0.0428846,0.0251375,0.189297,0.742681,0,0,0.0666667,0.933333,0.0622954,0.0125594,0.098577,0.826568,9,290,29.9922,2,1,62.1905,9.84154,41,84,43,28.246,30.0803,252,0,1
Q4,Q4_aQ4PIaRMLwE_2,Q4,Q4,Q3,0.0406564,0.0406439,0.316334,0.602365,0.09,0.1,0.3375,0.4725,0.0329425,0.0272285,0.503667,0.436162,9,696,59.9922,2,1,64.3897,13.0908,38,96,58,28.4034,29.7088,580,0,1
Q4,Q4_Q49PWE0RJLY_1,Q4,Q4,Q4,0.167195,0.0540951,0.180046,0.598665,0.166667,0.02,0.34,0.473333,0.181222,0.0488231,0.171733,0.598222,9,442,36.6419,2,1,60.9688,11.9769,35,87,52,29.8255,30.9176,384,0,1
Q3,Q3_wlOa1jkTn_U_0,Q4,Q3,Q4,0.0792602,0.0492631,0.233326,0.638151,0.145,0.095,0.456667,0.303333,0.118375,0.0574897,0.339099,0.485036,9,644,49.9922,2,1,58.6254,11.7049,28,87,59,24.0571,25.5985,630,0,1
Q4,Q4_5J_zI7QE9W8_0,Q4,Q4,Q4,0.00906609,0.0128563,0.204055,0.774022,0,0.05,0.24,0.71,0.00198458,0.00674352,0.145988,0.845284,9,570,59.9922,2,1,59.2185,10.0215,39,85,46,24.7907,26.4837,540,0,1
Q1,Q1_6wFJhmhNeeg_0,Q2,Q2,Q2,0.214116,0.733037,0.0301473,0.0226998,0.22,0.72,0.06,0,0.0183519,0.98161,2.53489e-05,1.31949e-05,9,1324,42.5026,2,1,59.6264,12.3729,30,81,51,48.0653,48.5494,1226,0,1
Q3,Q3_02t1bj7ZABY_1,Q4,Q4,Q4,0.00324069,0.00666165,0.247002,0.743095,0,0,0.355,0.645,0.00101031,0.00764823,0.312979,0.678362,9,390,49.9922,2,1,59.052,10.0942,34,82,48,22.9104,25.3081,346,0,1
Q1,Q1_HY9vPoHbgaI_3,Q1,Q1,Q1,0.536751,0.217881,0.0568343,0.188534,0.716667,0,0.2,0.0833333,0.721659,0.0638953,0.0291227,0.185323,9,314,26.9518,2,1,62.5571,11.0621,41,82,41,35.9571,36.8154,280,0,1
Q2,Q2_JT1XJnVmABo_6,Q2,Q1,Q2,0.406126,0.569608,0.0140438,0.0102223,0.696825,0.303175,0,0,0.376989,0.622398,0.000381527,0.000231918,9,830,39.0221,2,1,67.6573,17.5902,24,99,75,42.679,43.2728,782,0,1
Q2,Q2_ufRISSD28XA_0,Q1,Q1,Q1,0.451891,0.518235,0.0133441,0.0165301,0.771429,0.228571,0,0,0.612101,0.384656,0.000682519,0.00256063,9,498,29.2721,2,1,60.914,13.6153,24,84,60,46.6538,47.2139,442,0,1
Q2,Q2_Iq6g_4AwUWs_0,Q2,Q1,Q2,0.374646,0.604984,0.0123547,0.00801546,0.587778,0.412222,0,0,0.435674,0.562765,0.00107484,0.000486159,9,866,39.9922,2,1,67.6333,16.1326,24,98,74,40.1993,41.0451,818,0,1
Q4,Q4_B3aRl8iTEKw_0,Q4,Q4,Q4,0.01007,0.021546,0.247299,0.721085,0,0,0,1,0.00476825,0.0187952,0.291186,0.68525,9,530,49.9922,2,1,58.3391,8.06805,40,76,36,25.0708,26.2676,466,0,1
Q3,Q3_Ie5koh4qvJc_19,Q4,Q4,Q4,0.00575762,0.01007,0.238413,0.74576,0,0,0.18,0.82,0.000408705,0.00305982,0.173401,0.82313,9,328,49.9922,2,1,59.7826,8.07487,42,83,41,27.471,29.7856,276,0,1
Q1,Q1_s5b8viFsVJE_0,Q4,Q1,Q2,0.240989,0.307389,0.108351,0.343271,0.41,0.28,0.21,0.1,0.274301,0.347756,0.0964202,0.281523,9,758,59.9922,2,1,58.5439,11.9333,30,85,55,32.4503,33.1084,684,0,1
Q4,Q4_XPLYvpyfKUM_1,Q4,Q4,Q4,0.0507453,0.0333487,0.245676,0.67023,0,0.02,0.323333,0.656667,0.0777927,0.0324707,0.165156,0.724581,9,448,29.9922,2,1,58.2959,14.1495,33,89,56,22.6071,24.3165,392,0,1
Q4,Q4_vpTguZtJAFA_2,Q4,Q4,Q4,0.0798138,0.029227,0.220529,0.67043,0,0,0.1,0.9,0.13104,0.031705,0.215253,0.622003,9,508,39.0221,2,1,64.5571,9.55534,41,87,46,29.3584,30.7385,438,0,1
Q3,Q3_7JIdJLkJ0S4_1,Q3,Q1,Q3,0.158912,0.173388,0.358783,0.308917,0.3,0.3,0.1,0.3,0.19281,0.191538,0.392511,0.223141,9,722,39.9922,2,1,55.5132,15.4862,22,78,56,21.368,23.1816,682,0,1
Q3,Q3_c6CwY8Gbw0c_3,Q4,Q4,Q3,0.123335,0.0644737,0.333674,0.478517,0,0.117778,0.42,0.462222,0.190576,0.124225,0.358755,0.326444,9,514,37.7917,2,1,67.1092,13.1337,35,90,55,28.6092,30.6331,476,0,1
Q3,Q3_By3JCii1k3w_0,Q4,Q4,Q4,0.00284585,0.00717911,0.342701,0.647274,0,0,0.216667,0.783333,0.00010984,0.00201364,0.361961,0.635916,9,440,59.9922,2,1,65.614,10.0806,42,86,44,24.4116,26.2441,430,0,1
Q1,Q1_eVMSeElk81Q_1,Q2,Q1,Q1,0.325411,0.653407,0.0103718,0.0108096,0.575,0.425,0,0,0.568509,0.431177,0.000202658,0.000111707,9,1014,49.5117,2,1,63.13,15.2011,26,91,65,46.9086,47.2887,908,0,1
Q4,Q4_KxlqB3j0zys_4,Q4,Q4,Q4,0.0119906,0.00909216,0.337614,0.641303,0,0.0666667,0.435714,0.497619,0.00616105,0.00642532,0.389432,0.597982,9,324,39.1419,2,1,64.1149,11.6331,36,95,59,26.1655,27.8679,296,0,1
Q1,Q1_UJcnNfeCN1c_3,Q1,Q2,Q1,0.455838,0.224789,0.0780973,0.241276,0.329167,0.570833,0,0.1,0.82121,0.0656988,0.0148764,0.0982145,9,298,19.9922,2,1,59.8855,9.04619,42,78,36,33.9733,34.5193,262,0,1
Q4,Q4_jNzZCplNNyY_1,Q4,Q4,Q4,0.0323361,0.0162272,0.279623,0.671814,0,0,0.316667,0.683333,0.033342,0.0146417,0.319142,0.632875,9,592,49.9922,2,1,65.9569,10.4418,41,92,51,29.498,30.7782,510,0,1
Q2,Q2_cm6E860vDjY_0,Q2,Q2,Q2,0.225836,0.763709,0.00480269,0.00565134,0.256667,0.743333,0,0,0.258394,0.740735,0.000517946,0.000352802,9,864,37.8724,2,1,55.8992,12.9094,24,84,60,45.1373,45.8792,794,0,1
Q2,Q2_jIKX3ShvLxo_0,Q2,Q2,Q2,0.365765,0.606344,0.0169874,0.0109032,0.0666667,0.933333,0,0,0.309608,0.687988,0.00135523,0.00104842,9,670,36.8424,2,1,69.4796,16.1083,24,95,71,41.7524,42.4062,638,0,1
